FECHA,Año,Mes,Día,KITENI,PS-1,PS-2,PS-3,PS-4
,2016,1,1,25.1,19.2,40.5,0.0,0.0
,2016,1,2,5.2,2.1,16.2,0.0,0.0
,2016,1,3,20.2,3.2,17.2,0.0,1.4
,2016,1,4,0.2,0.2,0.0,6.0,0.0
,2016,1,5,13.0,30.4,15.2,0.4,0.0
,2016,1,6,5.8,30.5,15.9,6.6,0.2
,2016,1,7,3.6,40.1,0.5,0.0,0.2
,2016,1,8,3.6,6.5,25.7,10.6,7.6
,2016,1,9,6.2,30.4,39.2,0.0,1.2
,2016,1,10,3.6,205.3,0.0,0.0,3.0
,2016,1,11,7.8,266.1,2.1,7.2,1.0
,2016,1,12,24.8,15.1,18.4,2.8,2.6
,2016,1,13,3.2,4.1,8.4,0.2,0.2
,2016,1,14,2.8,1.8,20.3,0.0,0.0
,2016,1,15,7.4,12.2,7.1,0.0,0.0
,2016,1,16,3.6,3.1,18.3,0.0,0.0
,2016,1,17,5.2,3.6,0.4,5.4,3.2
,2016,1,18,10.4,11.9,16.3,0.8,1.0
,2016,1,19,6.8,10.3,6.6,8.0,2.0
,2016,1,20,5.8,3.4,26.3,16.4,17.4
,2016,1,21,4.4,0.8,19.7,13.6,8.2
,2016,1,22,3.6,1.8,0.0,8.6,2.0
,2016,1,23,1.4,15.1,0.0,1.5,0.6
,2016,1,24,10.0,8.4,28.2,5.6,3.0
,2016,1,25,2.6,5.0,9.9,0.4,0.0
,2016,1,26,27.2,64.2,37.2,8.0,0.0
,2016,1,27,3.6,15.1,0.2,1.8,1.4
,2016,1,28,5.8,4.6,10.8,0.0,0.0
,2016,1,29,2.8,89.2,6.800000000000001,16.0,23.0
,2016,1,30,2.0,7.4,21.8,3.0,0.6
,2016,1,31,18.6,70.0,8.8,7.199999999999999,0.2
,2016,2,1,2.2,66.6,10.3,27.0,0.2
,2016,2,2,3.6,13.2,4.4,15.2,4.600000000000001
,2016,2,3,46.0,35.8,3.8,1.6,11.6
,2016,2,4,18.4,6.4,4.199999999999999,9.399999999999999,29.2
,2016,2,5,5.4,69.6,27.2,0.0,0.0
,2016,2,6,37.59999999999999,7.800000000000001,40.8,9.2,2.0
,2016,2,7,8.7,12.2,7.4,21.4,4.2
,2016,2,8,19.8,17.2,51.6,34.2,19.6
,2016,2,9,3.9,2.3,0.1,3.4,3.4
,2016,2,10,19.3,2.5,11.8,12.4,9.4
,2016,2,11,1.0,51.2,1.4,7.6,11.0
,2016,2,12,20.6,24.7,24.4,6.8,25.5
,2016,2,13,10.5,18.0,14.8,2.2,9.1
,2016,2,14,6.9,2.2,1.4,0.2,10.2
,2016,2,15,1.2,1.3,0.5,0.1,11.0
,2016,2,16,1.0,60.8,4.0,1.6,12.0
,2016,2,17,10.2,8.4,11.5,6.8,3.0
,2016,2,18,1.6,74.60000000000001,2.4,8.2,2.0
,2016,2,19,6.9,1.3,5.0,0.2,1.0
,2016,2,20,0.6,2.2,0.2,0.2,0.2
,2016,2,21,39.5,9.299999999999999,49.6,3.0,8.4
,2016,2,22,15.4,48.8,23.0,8.2,10.0
,2016,2,23,22.4,23.1,34.5,22.8,14.5
,2016,2,24,19.6,19.5,41.4,2.4,4.7
,2016,2,25,24.8,20.0,34.1,13.8,8.0
,2016,2,26,5.8,0.1,16.4,3.8,15.7
,2016,2,27,10.8,2.4,27.8,5.6,16.0
,2016,2,28,26.8,6.300000000000001,5.2,4.2,1.8
,2016,2,29,17.2,59.7,18.4,15.2,9.2
,2016,3,1,23.8,86.7,52.2,38.4,20.8
,2016,3,2,2.6,0.6000000000000001,1.0,0.8,4.2
,2016,3,3,5.0,0.2,9.799999999999999,0.2,0.2
,2016,3,4,2.5,1.4,3.8,2.2,0.4
,2016,3,5,2.5,28.3,4.5,14.6,22.7
,2016,3,6,4.0,4.5,0.4,5.8,1.8
,2016,3,7,0.1,26.0,1.4,0.0,6.2
,2016,3,8,0.4,2.4,12.5,28.8,12.0
,2016,3,9,2.5,6.6,8.2,1.8,0.4
,2016,3,10,6.0,45.0,23.0,0.0,0.4
,2016,3,11,27.0,47.4,20.0,1.6,20.8
,2016,3,12,11.0,14.2,19.8,4.2,0.4
,2016,3,13,2.5,4.3,2.4,37.8,4.399999999999999
,2016,3,14,0.6,3.2,3.8,3.0,20.6
,2016,3,15,2.5,6.6,18.2,5.8,4.0
,2016,3,16,3.7,6.6,0.1,1.6,0.6
,2016,3,17,2.5,6.6,1.9,0.2,0.5
,2016,3,18,3.6,2.3,0.7,1.6,0.4
,2016,3,19,7.0,4.1,22.4,8.6,5.5
,2016,3,20,2.9,9.6,9.6,10.0,25.4
,2016,3,21,2.0,8.399999999999999,36.6,11.0,18.6
,2016,3,22,1.5,6.199999999999999,13.4,1.4,1.8
,2016,3,23,2.5,8.4,1.4,1.2,1.0
,2016,3,24,4.6,0.3,5.4,2.6,0.0
,2016,3,25,3.0,17.0,1.2,2.4,0.0
,2016,3,26,37.8,29.7,29.8,18.6,2.8
,2016,3,27,6.6,1.3,16.6,1.8,0.0
,2016,3,28,2.5,6.6,2.1,9.2,2.0
,2016,3,29,2.5,6.6,1.0,0.0,0.0
,2016,3,30,2.5,6.6,0.0,1.0,0.0
,2016,3,31,2.5,56.8,1.0,3.0,0.3
,2016,4,1,8.2,21.8,5.0,0.0,0.3
,2016,4,2,2.6,4.1,0.8,0.0,0.3
,2016,4,3,2.6,25.9,0.2,0.0,0.0
,2016,4,4,12.6,0.2,8.3,1.6,0.8
,2016,4,5,2.5,11.4,21.4,5.2,1.0
,2016,4,6,2.6,4.0,10.6,7.8,2.2
,2016,4,7,14.9,2.0,6.1,8.0,0.0
,2016,4,8,11.5,3.8,2.2,10.2,2.0
,2016,4,9,2.6,3.8,0.2,16.0,0.5
,2016,4,10,2.6,4.1,0.0,2.0,0.0
,2016,4,11,0.8,4.1,0.3,1.0,0.5
,2016,4,12,15.8,43.5,25.0,9.0,2.0
,2016,4,13,1.6,4.7,12.2,0.2,0.2
,2016,4,14,2.6,0.2,2.0,0.2,3.4
,2016,4,15,8.6,20.7,4.0,4.6,0.6000000000000001
,2016,4,16,2.6,0.2,0.3,1.2,0.0
,2016,4,17,4.4,5.4,14.2,24.0,1.6
,2016,4,18,12.4,4.1,27.8,15.2,6.4
,2016,4,19,14.0,1.2,62.59999999999999,0.2,0.2
,2016,4,20,4.6,12.5,2.5,4.2,0.2
,2016,4,21,3.4,17.1,7.5,9.8,36.4
,2016,4,22,11.0,10.3,16.3,2.2,0.6
,2016,4,23,4.0,0.3,6.4,1.0,0.4
,2016,4,24,21.2,10.1,16.9,0.2,0.2
,2016,4,25,0.4,7.3,0.0,0.0,0.2
,2016,4,26,2.6,0.1,0.0,0.0,0.0
,2016,4,27,2.0,4.3,0.0,0.0,0.0
,2016,4,28,2.6,35.2,2.0,0.4,0.0
,2016,4,29,2.6,0.2,0.2,1.0,0.0
,2016,4,30,0.2,4.1,0.0,0.0,0.0
,2016,5,1,0.7,4.9,0.0,0.0,0.0
,2016,5,2,0.7,4.9,0.0,0.0,0.0
,2016,5,3,0.7,4.9,0.6,0.0,0.0
,2016,5,4,0.7,0.1,0.6,0.0,0.0
,2016,5,5,0.7,0.2,0.0,0.0,0.0
,2016,5,6,0.7,4.9,0.0,0.0,0.0
,2016,5,7,0.7,0.2,6.4,0.0,0.0
,2016,5,8,1.1,41.0,4.0,0.0,0.0
,2016,5,9,0.7,77.3,4.5,1.2,2.2
,2016,5,10,0.7,0.1,0.0,0.0,0.0
,2016,5,11,0.7,0.2,0.0,0.0,1.2
,2016,5,12,0.7,52.4,12.4,0.0,0.0
,2016,5,13,0.7,6.5,49.6,3.8,1.0
,2016,5,14,0.7,5.399999999999999,7.800000000000001,8.2,0.2
,2016,5,15,0.7,4.9,0.0,0.0,0.0
,2016,5,16,0.7,7.1,0.0,0.0,0.0
,2016,5,17,1.0,7.2,1.4,0.0,0.2
,2016,5,18,11.0,13.6,6.600000000000001,0.0,0.0
,2016,5,19,1.7,36.3,7.0,0.0,0.8
,2016,5,20,0.8,0.7,2.8,0.0,0.0
,2016,5,21,0.7,0.4,1.4,0.0,0.0
,2016,5,22,2.0,3.9,0.1,0.0,0.0
,2016,5,23,22.2,7.7,37.8,1.0,2.4
,2016,5,24,0.2,1.6,32.1,2.0,6.4
,2016,5,25,0.7,0.5,0.5,0.0,0.0
,2016,5,26,0.7,4.9,2.8,0.0,0.0
,2016,5,27,0.7,14.7,3.0,1.2,0.0
,2016,5,28,0.7,6.4,0.2,0.0,0.0
,2016,5,29,3.2,16.9,4.4,1.2,0.0
,2016,5,30,0.7,2.2,1.4,0.0,0.0
,2016,5,31,0.7,1.8,0.0,0.0,0.0
,2016,6,1,0.8,2.5,0.0,0.0,0.0
,2016,6,2,0.8,2.5,1.0,0.0,0.0
,2016,6,3,0.8,2.5,3.2,0.0,0.0
,2016,6,4,0.8,0.6,0.2,0.0,0.0
,2016,6,5,0.8,0.2,0.2,0.0,0.0
,2016,6,6,3.6,58.0,8.4,0.0,0.0
,2016,6,7,7.9,4.199999999999999,6.4,0.0,0.0
,2016,6,8,1.0,21.4,6.6,0.0,0.0
,2016,6,9,10.0,41.8,12.1,0.0,0.0
,2016,6,10,2.2,0.8,0.4,0.2,0.0
,2016,6,11,0.8,2.5,0.0,0.0,0.0
,2016,6,12,0.8,2.5,0.1,22.4,0.0
,2016,6,13,0.8,2.5,0.1,0.4,0.2
,2016,6,14,0.8,2.5,0.0,0.0,0.0
,2016,6,15,0.8,0.1,0.0,0.0,0.0
,2016,6,16,0.8,2.5,0.0,0.0,0.0
,2016,6,17,0.8,0.1,0.0,0.0,0.0
,2016,6,18,0.8,2.5,0.0,0.0,0.0
,2016,6,19,0.8,7.3,1.4,0.0,0.0
,2016,6,20,0.8,2.5,0.0,0.0,0.0
,2016,6,21,4.4,2.5,1.9,0.0,0.0
,2016,6,22,5.4,2.5,2.5,0.0,0.0
,2016,6,23,0.8,2.5,2.3,0.0,0.0
,2016,6,24,0.8,2.5,0.0,0.0,0.0
,2016,6,25,0.8,2.5,0.0,0.0,0.0
,2016,6,26,4.8,0.1,21.0,0.0,0.0
,2016,6,27,5.6,2.5,14.0,2.2,2.0
,2016,6,28,4.6,17.6,10.7,36.8,1.2
,2016,6,29,0.8,2.5,0.0,5.0,3.0
,2016,6,30,0.8,0.1,0.0,0.0,0.2
,2016,7,1,0.4,0.8,0.0,0.0,0.0
,2016,7,2,0.4,0.8,0.0,0.0,0.0
,2016,7,3,0.4,0.8,0.0,0.0,0.2
,2016,7,4,0.4,0.1,0.0,0.0,0.0
,2016,7,5,0.4,0.8,0.0,0.0,0.0
,2016,7,6,0.4,7.4,0.0,0.0,0.0
,2016,7,7,0.2,5.6,2.3,1.4,3.2
,2016,7,8,24.9,24.4,22.4,12.6,9.799999999999999
,2016,7,9,0.4,0.2,0.5,0.0,0.0
,2016,7,10,0.4,0.8,0.0,0.0,0.0
,2016,7,11,0.4,0.8,3.0,0.0,0.0
,2016,7,12,0.4,0.8,0.0,0.0,0.0
,2016,7,13,0.4,0.8,0.3,0.0,0.0
,2016,7,14,0.4,0.8,2.0,0.0,0.0
,2016,7,15,0.4,0.8,0.0,0.0,0.0
,2016,7,16,0.4,0.8,1.2,0.0,0.0
,2016,7,17,0.4,0.8,5.4,0.0,0.0
,2016,7,18,0.4,0.8,0.4,0.0,0.0
,2016,7,19,0.4,0.8,0.0,0.0,0.0
,2016,7,20,0.4,0.8,0.0,0.0,0.0
,2016,7,21,0.4,0.8,0.0,0.0,0.0
,2016,7,22,0.4,0.8,0.0,0.0,0.0
,2016,7,23,0.4,0.8,0.0,0.0,0.0
,2016,7,24,0.4,0.8,0.0,0.0,0.0
,2016,7,25,0.4,0.8,0.0,0.0,0.0
,2016,7,26,0.4,8.4,0.0,0.0,0.0
,2016,7,27,0.4,0.3,0.0,0.0,0.0
,2016,7,28,0.4,0.8,0.0,0.0,0.0
,2016,7,29,0.4,0.8,0.0,0.0,0.0
,2016,7,30,0.4,0.1,0.0,0.0,0.0
,2016,7,31,0.4,0.8,0.0,0.0,0.0
,2016,8,1,1.5,0.9,0.0,0.0,0.0
,2016,8,2,1.5,19.7,0.0,0.0,0.0
,2016,8,3,1.5,0.2,0.0,0.0,0.0
,2016,8,4,1.5,0.3,0.0,0.0,0.0
,2016,8,5,1.5,0.3,0.0,0.0,0.0
,2016,8,6,1.5,0.9,0.0,3.6,2.0
,2016,8,7,23.6,0.9,0.0,0.0,0.0
,2016,8,8,1.5,0.9,0.0,0.0,0.0
,2016,8,9,24.4,2.1,10.0,0.0,0.0
,2016,8,10,15.9,10.1,6.0,0.0,2.6
,2016,8,11,1.0,18.6,10.1,6.6,1.0
,2016,8,12,1.5,0.2,0.3,0.0,0.0
,2016,8,13,1.5,0.9,0.4,0.0,0.0
,2016,8,14,1.5,0.9,3.5,0.0,0.0
,2016,8,15,1.5,0.9,0.2,0.0,0.0
,2016,8,16,9.4,0.9,0.0,0.0,0.0
,2016,8,17,1.5,0.9,2.0,0.0,0.0
,2016,8,18,1.5,0.9,0.0,0.0,0.0
,2016,8,19,1.5,0.9,0.0,0.0,0.0
,2016,8,20,4.8,0.2,4.0,1.0,1.8
,2016,8,21,0.4,1.0,0.0,10.0,0.0
,2016,8,22,5.0,4.8,27.0,14.0,7.4
,2016,8,23,0.1,0.9,0.0,0.0,0.0
,2016,8,24,1.5,0.9,0.0,1.4,0.0
,2016,8,25,1.5,0.9,0.0,0.0,0.0
,2016,8,26,0.3,0.9,0.0,1.0,1.0
,2016,8,27,10.9,0.9,0.0,0.0,0.0
,2016,8,28,1.5,0.9,0.0,0.0,0.0
,2016,8,29,1.5,0.9,0.0,0.0,0.0
,2016,8,30,1.5,0.9,0.0,0.0,0.0
,2016,8,31,1.5,0.9,0.5,0.0,0.0
,2016,9,1,1.7,1.9,0.0,0.0,0.0
,2016,9,2,3.1,0.1,0.3,0.0,0.0
,2016,9,3,1.7,1.9,1.0,0.0,0.0
,2016,9,4,8.8,18.2,15.2,0.0,0.0
,2016,9,5,0.2,0.4,2.8,0.2,0.0
,2016,9,6,1.7,0.3,0.3,0.4,0.2
,2016,9,7,1.7,1.9,0.4,0.0,0.0
,2016,9,8,1.7,1.9,0.0,0.2,0.4
,2016,9,9,1.7,1.9,3.2,0.0,0.0
,2016,9,10,1.7,0.1,2.3,0.4,0.6000000000000001
,2016,9,11,1.7,1.9,23.0,0.0,0.0
,2016,9,12,1.7,1.9,0.0,0.0,0.0
,2016,9,13,1.7,1.9,0.0,0.0,0.0
,2016,9,14,1.7,1.9,0.0,0.0,0.0
,2016,9,15,7.0,13.2,0.0,0.2,0.2
,2016,9,16,3.0,0.5,34.7,0.2,0.0
,2016,9,17,1.7,1.9,0.0,0.0,0.0
,2016,9,18,1.7,1.9,0.0,0.0,0.0
,2016,9,19,1.7,17.6,0.0,18.2,2.4
,2016,9,20,14.2,15.3,25.5,6.2,1.0
,2016,9,21,1.7,6.1,4.0,0.0,0.0
,2016,9,22,1.7,1.9,0.0,0.0,0.0
,2016,9,23,1.7,0.1,0.0,0.0,0.0
,2016,9,24,5.4,7.5,0.0,12.0,0.2
,2016,9,25,1.7,7.5,0.0,0.0,13.2
,2016,9,26,1.7,4.4,0.4,0.0,4.2
,2016,9,27,1.0,0.1,24.6,3.0,1.0
,2016,9,28,55.0,19.7,0.0,13.6,1.2
,2016,9,29,1.7,1.9,0.0,0.0,0.0
,2016,9,30,3.2,1.9,0.0,0.0,0.0
,2016,10,1,2.9,3.8,6.6,6.4,0.0
,2016,10,2,20.8,0.8,5.0,11.2,22.6
,2016,10,3,1.1,3.8,19.0,2.8,15.8
,2016,10,4,26.2,19.4,8.5,4.8,0.4
,2016,10,5,2.9,0.2,2.3,6.4,0.0
,2016,10,6,0.1,3.8,24.5,5.800000000000001,8.8
,2016,10,7,68.2,58.4,0.0,0.0,1.8
,2016,10,8,2.9,2.2,0.0,0.0,0.0
,2016,10,9,2.9,0.4,0.0,3.0,6.4
,2016,10,10,16.0,0.4,6.2,6.4,3.4
,2016,10,11,0.4,3.8,4.6,0.0,1.2
,2016,10,12,2.9,0.4,2.6,3.2,2.2
,2016,10,13,2.9,0.4,0.0,0.0,0.0
,2016,10,14,9.8,13.0,4.1,9.2,0.2
,2016,10,15,1.8,2.3,1.0,0.0,0.0
,2016,10,16,2.9,0.2,0.0,0.0,0.0
,2016,10,17,2.9,0.2,0.0,1.2,0.2
,2016,10,18,8.3,3.8,0.0,2.2,2.0
,2016,10,19,2.9,3.8,0.0,2.2,0.0
,2016,10,20,2.9,3.8,0.0,16.0,6.0
,2016,10,21,2.9,26.2,0.0,0.0,0.0
,2016,10,22,6.9,37.7,0.0,22.0,4.6
,2016,10,23,2.9,12.3,0.0,0.0,0.0
,2016,10,24,2.9,3.8,0.0,0.0,0.0
,2016,10,25,2.9,0.6000000000000001,0.0,6.1,0.0
,2016,10,26,2.9,3.8,0.0,0.0,0.4
,2016,10,27,4.800000000000001,18.5,0.0,0.8,11.4
,2016,10,28,17.6,19.5,0.0,18.6,4.0
,2016,10,29,2.9,3.8,0.0,2.2,1.5
,2016,10,30,2.9,3.8,0.0,0.0,0.0
,2016,10,31,2.9,3.8,0.0,0.6,0.0
,2016,11,1,1.2,3.0,0.0,0.0,0.0
,2016,11,2,1.2,2.1,0.0,0.0,0.0
,2016,11,3,1.2,3.6,0.0,2.0,0.0
,2016,11,4,1.2,3.0,0.0,26.0,0.8
,2016,11,5,1.2,3.0,0.0,24.2,8.4
,2016,11,6,1.2,3.0,0.0,2.6,1.4
,2016,11,7,1.2,3.0,0.0,0.0,0.0
,2016,11,8,1.2,3.0,0.0,0.0,0.0
,2016,11,9,1.2,3.0,0.0,0.0,0.0
,2016,11,10,1.2,3.0,0.0,1.4,14.0
,2016,11,11,1.2,0.4,0.0,0.0,0.0
,2016,11,12,1.2,42.2,0.0,0.0,0.0
,2016,11,13,1.2,8.2,0.0,0.0,0.0
,2016,11,14,1.2,21.3,0.0,0.0,0.0
,2016,11,15,1.2,3.0,0.0,0.0,0.0
,2016,11,16,1.2,1.2,0.0,0.0,0.0
,2016,11,17,28.8,3.0,0.0,15.2,5.3
,2016,11,18,2.6,16.6,0.0,0.0,0.0
,2016,11,19,0.8,3.0,0.0,0.0,0.0
,2016,11,20,1.2,42.9,0.0,0.0,0.0
,2016,11,21,1.2,3.0,0.0,0.0,0.0
,2016,11,22,1.2,3.0,0.0,1.4,3.0
,2016,11,23,1.2,26.6,0.0,0.0,0.0
,2016,11,24,1.2,3.0,0.0,0.0,0.0
,2016,11,25,36.8,2.4,0.0,0.0,0.0
,2016,11,26,0.6,7.8,0.0,1.4,0.0
,2016,11,27,1.2,3.0,0.0,3.0,1.2
,2016,11,28,1.2,5.0,0.0,0.0,8.2
,2016,11,29,1.2,1.0,0.0,0.0,0.0
,2016,11,30,1.2,3.0,0.0,12.8,3.1
,2016,12,31,3.9,3.08,0.0,0.0,10.0
,2016,12,31,3.9,8.2,0.0,3.0,0.0
,2016,12,31,3.9,14.8,0.0,0.0,0.0
,2016,12,31,22.0,31.8,0.0,5.0,0.6
,2016,12,31,2.3,2.4,0.0,11.0,5.2
,2016,12,31,2.2,15.6,0.0,3.2,8.0
,2016,12,31,10.2,2.1,0.0,21.4,0.0
,2016,12,31,4.2,0.8,0.0,3.8,1.2
,2016,12,31,5.0,8.2,0.0,8.1,14.0
,2016,12,31,3.9,6.8,0.0,0.0,0.0
,2016,12,31,0.7,35.5,0.0,0.0,0.0
,2016,12,31,3.9,13.8,0.0,0.0,0.0
,2016,12,31,6.8,56.9,0.0,0.0,0.0
,2016,12,31,3.9,0.7,0.0,0.0,0.0
,2016,12,31,1.0,23.8,0.0,20.8,5.6
,2016,12,31,36.0,1.5,0.0,3.0,14.8
,2016,12,31,3.9,8.2,0.0,0.6,0.6
,2016,12,31,3.9,8.2,0.0,0.0,0.6
,2016,12,31,27.2,8.2,0.0,2.2,2.2
,2016,12,31,1.3,8.2,0.0,2.0,3.6
,2016,12,31,32.4,8.2,0.0,25.2,2.0
,2016,12,31,2.0,8.2,0.0,15.2,6.0
,2016,12,31,36.8,8.2,0.0,70.2,3.4
,2016,12,31,1.8,8.2,0.0,18.6,2.8
,2016,12,31,3.9,8.2,0.0,0.0,0.2
,2016,12,31,7.6,8.2,0.0,0.0,7.2
,2016,12,31,1.6,8.2,0.0,0.0,0.0
,2016,12,31,3.9,8.2,0.0,0.0,0.0
,2016,12,31,8.3,8.2,0.0,9.0,1.0
,2016,12,31,3.9,8.2,0.0,0.0,0.0
,2016,12,31,26.0,68.2,0.0,0.0,0.0
,2017,1,1,27.6,18.2,0.0,11.0,19.0
,2017,1,2,22.0,10.6,0.0,3.6,8.0
,2017,1,3,8.9,1.2,0.0,5.0,3.4
,2017,1,4,2.0,30.8,0.0,6.0,6.0
,2017,1,5,26.3,68.2,0.0,17.0,12.6
,2017,1,6,13.01,17.0,0.0,43.0,13.0
,2017,1,7,8.3,0.4,0.0,16.0,13.0
,2017,1,8,2.0,41.0,0.0,9.0,33.2
,2017,1,9,21.5,122.1,0.0,11.0,16.0
,2017,1,10,3.9,24.4,0.0,9.4,3.6
,2017,1,11,4.6,25.6,0.0,9.2,5.0
,2017,1,12,0.2,9.6,0.0,7.4,6.600000000000001
,2017,1,13,0.6,50.8,0.0,0.2,4.2
,2017,1,14,12.0,52.3,0.0,29.8,16.4
,2017,1,15,7.1,74.60000000000001,0.0,2.6,2.4
,2017,1,16,20.3,0.2,0.0,21.4,9.8
,2017,1,17,3.2,8.6,0.0,7.399999999999999,2.8
,2017,1,18,0.3,0.0,0.0,8.8,7.2
,2017,1,19,4.8,0.0,0.0,0.0,1.6
,2017,1,20,25.3,0.2,0.0,30.6,19.6
,2017,1,21,23.4,13.5,0.0,13.4,7.2
,2017,1,22,1.2,8.1,0.0,5.0,8.399999999999999
,2017,1,23,4.8,4.2,0.0,8.799999999999999,9.6
,2017,1,24,18.9,99.9,0.0,2.7,5.4
,2017,1,25,10.8,9.200000000000001,0.0,7.2,4.0
,2017,1,26,3.8,4.3,0.0,3.8,4.0
,2017,1,27,5.0,4.4,0.0,1.8,6.6
,2017,1,28,18.2,6.3,0.0,5.6,0.0
,2017,1,29,8.6,0.0,0.0,5.9,6.4
,2017,1,30,4.8,0.0,0.0,2.5,4.8
,2017,1,31,4.8,0.0,0.0,2.0,4.0
,2017,2,1,2.2,0.0,0.0,4.2,3.8
,2017,2,2,6.7,54.4,0.0,15.0,4.6
,2017,2,3,6.7,40.1,0.0,12.6,6.0
,2017,2,4,6.7,24.6,0.0,12.2,0.0
,2017,2,5,6.7,39.3,0.0,15.4,4.2
,2017,2,6,6.7,24.1,0.0,8.8,2.0
,2017,2,7,6.7,21.1,0.0,12.4,0.0
,2017,2,8,6.7,10.8,0.0,7.4,1.2
,2017,2,9,6.7,15.5,0.0,18.0,2.2
,2017,2,10,6.7,16.5,0.0,9.1,2.6
,2017,2,11,6.7,8.5,0.0,0.0,7.0
,2017,2,12,11.6,6.199999999999999,0.0,5.0,0.0
,2017,2,13,24.0,17.6,0.0,29.0,32.2
,2017,2,14,0.4,12.8,0.0,5.2,1.2
,2017,2,15,6.7,8.8,0.0,27.2,10.5
,2017,2,16,23.1,0.23,0.0,0.6,0.0
,2017,2,17,10.0,8.5,0.0,15.2,19.3
,2017,2,18,0.3,12.3,0.0,1.0,1.6
,2017,2,19,0.5,16.8,0.0,1.8,0.0
,2017,2,20,6.7,4.8,0.0,11.2,16.8
,2017,2,21,38.1,70.7,0.0,16.0,3.0
,2017,2,22,14.4,14.4,0.0,19.4,11.8
,2017,2,23,3.0,32.3,0.0,9.2,2.2
,2017,2,24,19.3,47.5,0.0,14.8,23.0
,2017,2,25,18.0,142.0,0.0,1.0,2.6
,2017,2,26,0.3,19.0,0.0,5.2,5.2
,2017,2,27,63.2,60.8,0.0,44.2,26.0
,2017,2,28,11.1,4.9,0.0,1.6,21.2
,2017,3,1,0.9,9.6,0.0,7.4,15.4
,2017,3,2,0.4,21.3,0.0,1.8,16.0
,2017,3,3,0.4,12.8,0.0,7.0,3.8
,2017,3,4,0.2,32.4,0.0,0.8,0.4
,2017,3,5,10.4,0.4,0.0,6.0,0.4
,2017,3,6,4.2,24.0,0.0,14.8,5.8
,2017,3,7,4.0,4.5,0.0,15.2,7.4
,2017,3,8,43.1,135.0,0.0,28.6,8.4
,2017,3,9,3.7,3.0,0.0,4.2,0.4
,2017,3,10,0.4,6.0,0.0,8.0,13.2
,2017,3,11,30.2,13.3,0.0,3.6,5.0
,2017,3,12,3.6,8.6,0.0,1.0,1.2
,2017,3,13,3.6,0.0,0.0,3.3,3.6
,2017,3,14,3.6,23.4,0.0,1.0,1.2
,2017,3,15,3.6,0.0,0.0,1.0,2.2
,2017,3,16,40.0,44.8,0.0,3.0,4.4
,2017,3,17,3.6,52.6,0.0,1.2,0.2
,2017,3,18,9.0,0.0,0.0,13.4,2.4
,2017,3,19,0.2,0.0,0.0,1.2,0.2
,2017,3,20,0.1,0.0,0.0,11.0,0.2
,2017,3,21,0.2,0.0,0.0,15.4,0.0
,2017,3,22,3.6,0.0,0.0,0.0,2.4
,2017,3,23,25.8,25.2,0.0,16.6,1.2
,2017,3,24,10.8,9.2,0.0,3.2,3.2
,2017,3,25,0.1,22.6,0.0,3.4,4.2
,2017,3,26,1.5,29.2,0.0,1.0,4.2
,2017,3,27,3.0,3.4,0.0,0.0,8.4
,2017,3,28,0.2,28.6,0.0,3.2,1.0
,2017,3,29,4.1,3.8,0.0,0.0,0.0
,2017,3,30,3.6,13.5,0.0,7.0,8.2
,2017,3,31,9.399999999999999,43.09999999999999,0.0,13.8,2.6
,2017,4,1,3.1,3.1,0.0,1.2,0.2
,2017,4,2,3.1,3.8,0.0,1.0,0.0
,2017,4,3,11.0,4.5,0.0,2.2,3.6
,2017,4,4,16.5,1.0,0.0,2.6,2.0
,2017,4,5,0.3,1.2,0.0,0.0,3.2
,2017,4,6,16.2,14.2,0.0,2.2,0.0
,2017,4,7,3.2,59.6,0.0,1.0,0.0
,2017,4,8,10.2,3.8,0.0,0.4,0.2
,2017,4,9,15.8,46.0,53.8,0.2,0.0
,2017,4,10,1.2,10.4,0.7,0.0,0.0
,2017,4,11,42.2,54.5,24.9,18.4,0.0
,2017,4,12,5.9,40.8,1.1,6.8,3.0
,2017,4,13,2.0,8.600000000000001,0.6,1.8,1.0
,2017,4,14,0.2,2.7,1.1,2.8,3.6
,2017,4,15,13.9,0.0,6.5,1.2,0.6
,2017,4,16,3.1,0.0,0.5,3.6,2.0
,2017,4,17,3.1,0.2,9.2,0.0,0.8
,2017,4,18,3.1,2.1,9.2,2.4,0.2
,2017,4,19,1.2,0.0,3.8,4.6,11.8
,2017,4,20,3.1,2.0,0.6,0.0,0.0
,2017,4,21,3.1,10.4,8.5,0.0,0.0
,2017,4,22,3.1,2.2,7.7,0.0,0.0
,2017,4,23,22.3,82.2,6.2,0.4,0.2
,2017,4,24,3.1,2.2,5.7,4.6,2.8
,2017,4,25,5.9,6.4,0.4,0.0,0.2
,2017,4,26,7.1,0.2,4.2,0.0,0.0
,2017,4,27,0.9,0.0,0.0,7.4,14.0
,2017,4,28,6.2,7.8,23.7,2.0,4.4
,2017,4,29,2.4,0.0,0.0,5.0,11.6
,2017,4,30,3.1,0.0,0.0,0.4,0.2
,2017,5,1,1.8,0.0,0.0,0.0,0.0
,2017,5,2,1.8,0.1,0.8,0.0,0.0
,2017,5,3,11.2,0.0,6.0,10.1,0.0
,2017,5,4,3.8,51.7,10.4,2.0,0.0
,2017,5,5,1.8,0.0,0.1,0.4,0.0
,2017,5,6,1.8,0.0,0.1,0.0,0.0
,2017,5,7,2.8,0.0,13.0,0.0,0.0
