Num,Año,Mes,Día,Horas,Base Operativa Kiteni,PS-1,PS-2,PS-3,PS-4
368,2017,1,2,18:00A6:183,22.0,10.6,0.0,3.6,8.0
369,2017,1,3,6:00A18:184,8.9,1.2,0.0,5.0,3.4
370,2017,1,4,18:00A6:184,2.0,30.8,0.0,6.0,6.0
371,2017,1,5,6:00A18:185,26.3,68.2,0.0,17.0,12.6
372,2017,1,6,18:00A6:185,13.01,17.0,0.0,43.0,13.0
373,2017,1,7,6:00A18:186,8.3,0.4,0.0,16.0,13.0
374,2017,1,8,18:00A6:186,2.0,41.0,0.0,9.0,33.2
375,2017,1,9,6:00A18:187,21.5,122.1,0.0,11.0,16.0
376,2017,1,10,18:00A6:187,3.9,24.4,0.0,9.4,3.6
377,2017,1,11,6:00A18:188,4.6,25.6,0.0,9.2,5.0
378,2017,1,12,18:00A6:188,0.2,9.6,0.0,7.4,6.600000000000001
379,2017,1,13,6:00A18:189,0.6,50.8,0.0,0.2,4.2
380,2017,1,14,18:00A6:189,12.0,52.3,0.0,29.8,16.4
381,2017,1,15,6:00A18:190,7.1,74.60000000000001,0.0,2.6,2.4
382,2017,1,16,18:00A6:190,20.3,0.2,0.0,21.4,9.8
383,2017,1,17,6:00A18:191,3.2,8.6,0.0,7.399999999999999,2.8
384,2017,1,18,18:00A6:191,0.3,0.0,0.0,8.8,7.2
385,2017,1,19,6:00A18:192,4.8,0.0,0.0,0.0,1.6
386,2017,1,20,18:00A6:192,25.3,0.2,0.0,30.6,19.6
387,2017,1,21,6:00A18:193,23.4,13.5,0.0,13.4,7.2
388,2017,1,22,18:00A6:193,1.2,8.1,0.0,5.0,8.399999999999999
389,2017,1,23,6:00A18:194,4.8,4.2,0.0,8.799999999999999,9.6
390,2017,1,24,18:00A6:194,18.9,99.9,0.0,2.7,5.4
391,2017,1,25,6:00A18:195,10.8,9.200000000000001,0.0,7.2,4.0
392,2017,1,26,18:00A6:195,3.8,4.3,0.0,3.8,4.0
393,2017,1,27,6:00A18:196,5.0,4.4,0.0,1.8,6.6
394,2017,1,28,18:00A6:196,18.2,6.3,0.0,5.6,0.0
395,2017,1,29,6:00A18:197,8.6,0.0,0.0,5.9,6.4
396,2017,1,30,18:00A6:197,4.8,0.0,0.0,2.5,4.8
397,2017,1,31,6:00A18:198,4.8,0.0,0.0,2.0,4.0
398,2017,2,1,18:00A6:198,2.2,0.0,0.0,4.2,3.8
399,2017,2,2,6:00A18:199,6.7,54.4,0.0,15.0,4.6
400,2017,2,3,18:00A6:199,6.7,40.1,0.0,12.6,6.0
401,2017,2,4,6:00A18:200,6.7,24.6,0.0,12.2,0.0
402,2017,2,5,18:00A6:200,6.7,39.3,0.0,15.4,4.2
403,2017,2,6,6:00A18:201,6.7,24.1,0.0,8.8,2.0
404,2017,2,7,18:00A6:201,6.7,21.1,0.0,12.4,0.0
405,2017,2,8,6:00A18:202,6.7,10.8,0.0,7.4,1.2
406,2017,2,9,18:00A6:202,6.7,15.5,0.0,18.0,2.2
407,2017,2,10,6:00A18:203,6.7,16.5,0.0,9.1,2.6
408,2017,2,11,18:00A6:203,6.7,8.5,0.0,0.0,7.0
409,2017,2,12,6:00A18:204,11.6,6.199999999999999,0.0,5.0,0.0
410,2017,2,13,18:00A6:204,24.0,17.6,0.0,29.0,32.2
411,2017,2,14,6:00A18:205,0.4,12.8,0.0,5.2,1.2
412,2017,2,15,18:00A6:205,6.7,8.8,0.0,27.2,10.5
413,2017,2,16,6:00A18:206,23.1,0.23,0.0,0.6,0.0
414,2017,2,17,18:00A6:206,10.0,8.5,0.0,15.2,19.3
415,2017,2,18,6:00A18:207,0.3,12.3,0.0,1.0,1.6
416,2017,2,19,18:00A6:207,0.5,16.8,0.0,1.8,0.0
417,2017,2,20,6:00A18:208,6.7,4.8,0.0,11.2,16.8
418,2017,2,21,18:00A6:208,38.1,70.7,0.0,16.0,3.0
419,2017,2,22,6:00A18:209,14.4,14.4,0.0,19.4,11.8
420,2017,2,23,18:00A6:209,3.0,32.3,0.0,9.2,2.2
421,2017,2,24,6:00A18:210,19.3,47.5,0.0,14.8,23.0
422,2017,2,25,18:00A6:210,18.0,142.0,0.0,1.0,2.6
423,2017,2,26,6:00A18:211,0.3,19.0,0.0,5.2,5.2
424,2017,2,27,18:00A6:211,63.2,60.8,0.0,44.2,26.0
425,2017,2,28,6:00A18:212,11.1,4.9,0.0,1.6,21.2
426,2017,3,1,18:00A6:212,0.9,9.6,0.0,7.4,15.4
427,2017,3,2,6:00A18:213,0.4,21.3,0.0,1.8,16.0
428,2017,3,3,18:00A6:213,0.4,12.8,0.0,7.0,3.8
429,2017,3,4,6:00A18:214,0.2,32.4,0.0,0.8,0.4
430,2017,3,5,18:00A6:214,10.4,0.4,0.0,6.0,0.4
431,2017,3,6,6:00A18:215,4.2,24.0,0.0,14.8,5.8
432,2017,3,7,18:00A6:215,4.0,4.5,0.0,15.2,7.4
433,2017,3,8,6:00A18:216,43.1,135.0,0.0,28.6,8.4
434,2017,3,9,18:00A6:216,3.7,3.0,0.0,4.2,0.4
435,2017,3,10,6:00A18:217,0.4,6.0,0.0,8.0,13.2
436,2017,3,11,18:00A6:217,30.2,13.3,0.0,3.6,5.0
437,2017,3,12,6:00A18:218,3.6,8.6,0.0,1.0,1.2
438,2017,3,13,18:00A6:218,3.6,0.0,0.0,3.3,3.6
439,2017,3,14,6:00A18:219,3.6,23.4,0.0,1.0,1.2
440,2017,3,15,18:00A6:219,3.6,0.0,0.0,1.0,2.2
441,2017,3,16,6:00A18:220,40.0,44.8,0.0,3.0,4.4
442,2017,3,17,18:00A6:220,3.6,52.6,0.0,1.2,0.2
443,2017,3,18,6:00A18:221,9.0,0.0,0.0,13.4,2.4
444,2017,3,19,18:00A6:221,0.2,0.0,0.0,1.2,0.2
445,2017,3,20,6:00A18:222,0.1,0.0,0.0,11.0,0.2
446,2017,3,21,18:00A6:222,0.2,0.0,0.0,15.4,0.0
447,2017,3,22,6:00A18:223,3.6,0.0,0.0,0.0,2.4
448,2017,3,23,18:00A6:223,25.8,25.2,0.0,16.6,1.2
449,2017,3,24,6:00A18:224,10.8,9.2,0.0,3.2,3.2
450,2017,3,25,18:00A6:224,0.1,22.6,0.0,3.4,4.2
451,2017,3,26,6:00A18:225,1.5,29.2,0.0,1.0,4.2
452,2017,3,27,18:00A6:225,3.0,3.4,0.0,0.0,8.4
453,2017,3,28,6:00A18:226,0.2,28.6,0.0,3.2,1.0
454,2017,3,29,18:00A6:226,4.1,3.8,0.0,0.0,0.0
455,2017,3,30,6:00A18:227,3.6,13.5,0.0,7.0,8.2
456,2017,3,31,18:00A6:227,9.399999999999999,43.09999999999999,0.0,13.8,2.6
457,2017,4,1,6:00A18:228,3.1,3.1,0.0,1.2,0.2
458,2017,4,2,18:00A6:228,3.1,3.8,0.0,1.0,0.0
459,2017,4,3,6:00A18:229,11.0,4.5,0.0,2.2,3.6
460,2017,4,4,18:00A6:229,16.5,1.0,0.0,2.6,2.0
461,2017,4,5,6:00A18:230,0.3,1.2,0.0,0.0,3.2
462,2017,4,6,18:00A6:230,16.2,14.2,0.0,2.2,0.0
463,2017,4,7,6:00A18:231,3.2,59.6,0.0,1.0,0.0
464,2017,4,8,18:00A6:231,10.2,3.8,0.0,0.4,0.2
465,2017,4,9,6:00A18:232,15.8,46.0,53.8,0.2,0.0
466,2017,4,10,18:00A6:232,1.2,10.4,0.7,0.0,0.0
467,2017,4,11,6:00A18:233,42.2,54.5,24.9,18.4,0.0
468,2017,4,12,18:00A6:233,5.9,40.8,1.1,6.8,3.0
469,2017,4,13,6:00A18:234,2.0,8.600000000000001,0.6,1.8,1.0
470,2017,4,14,18:00A6:234,0.2,2.7,1.1,2.8,3.6
471,2017,4,15,6:00A18:235,13.9,0.0,6.5,1.2,0.6
472,2017,4,16,18:00A6:235,3.1,0.0,0.5,3.6,2.0
473,2017,4,17,6:00A18:236,3.1,0.2,9.2,0.0,0.8
474,2017,4,18,18:00A6:236,3.1,2.1,9.2,2.4,0.2
475,2017,4,19,6:00A18:237,1.2,0.0,3.8,4.6,11.8
476,2017,4,20,18:00A6:237,3.1,2.0,0.6,0.0,0.0
477,2017,4,21,6:00A18:238,3.1,10.4,8.5,0.0,0.0
478,2017,4,22,18:00A6:238,3.1,2.2,7.7,0.0,0.0
479,2017,4,23,6:00A18:239,22.3,82.2,6.2,0.4,0.2
480,2017,4,24,18:00A6:239,3.1,2.2,5.7,4.6,2.8
481,2017,4,25,6:00A18:240,5.9,6.4,0.4,0.0,0.2
482,2017,4,26,18:00A6:240,7.1,0.2,4.2,0.0,0.0
483,2017,4,27,6:00A18:241,0.9,0.0,0.0,7.4,14.0
484,2017,4,28,18:00A6:241,6.2,7.8,23.7,2.0,4.4
485,2017,4,29,6:00A18:242,2.4,0.0,0.0,5.0,11.6
486,2017,4,30,18:00A6:242,3.1,0.0,0.0,0.4,0.2
487,2017,5,1,6:00A18:243,1.8,0.0,0.0,0.0,0.0
488,2017,5,2,18:00A6:243,1.8,0.1,0.8,0.0,0.0
489,2017,5,3,6:00A18:244,11.2,0.0,6.0,10.1,0.0
490,2017,5,4,18:00A6:244,3.8,51.7,10.4,2.0,0.0
491,2017,5,5,6:00A18:245,1.8,0.0,0.1,0.4,0.0
492,2017,5,6,18:00A6:245,1.8,0.0,0.1,0.0,0.0
493,2017,5,7,6:00A18:246,2.8,0.0,13.0,0.0,0.0
494,2017,5,8,18:00A6:246,1.8,0.2,2.1,0.0,0.0
495,2017,5,9,6:00A18:247,1.8,2.2,0.0,0.0,0.0
496,2017,5,10,18:00A6:247,5.4,63.6,8.2,0.2,0.0
497,2017,5,11,6:00A18:248,7.1,3.4,19.5,0.0,4.6
498,2017,5,12,18:00A6:248,1.8,6.4,1.0,0.0,0.0
499,2017,5,13,6:00A18:249,1.8,0.0,5.8,0.0,0.0
500,2017,5,14,18:00A6:249,22.4,2.2,56.0,0.0,0.0
501,2017,5,15,6:00A18:250,0.6,10.4,5.5,8.4,0.0
502,2017,5,16,18:00A6:250,35.8,9.4,45.6,1.4,0.0
503,2017,5,17,6:00A18:251,0.4,46.8,7.5,0.0,0.0
504,2017,5,18,18:00A6:251,10.3,37.9,35.4,0.0,0.0
505,2017,5,19,6:00A18:252,1.8,2.4,0.0,0.2,0.8
506,2017,5,20,18:00A6:252,2.4,15.8,6.8,1.2,1.0
507,2017,5,21,6:00A18:253,1.2,4.1,3.2,0.0,0.0
508,2017,5,22,18:00A6:253,1.8,26.4,2.7,2.0,3.0
509,2017,5,23,6:00A18:254,0.1,3.2,2.7,0.0,0.0
510,2017,5,24,18:00A6:254,1.2,0.9,2.6,3.8,2.8
511,2017,5,25,6:00A18:255,3.2,39.4,1.5,22.8,6.800000000000001
512,2017,5,26,18:00A6:255,0.2,1.0,4.8,1.8,2.4
513,2017,5,27,6:00A18:256,1.8,6.0,0.2,0.0,0.0
514,2017,5,28,18:00A6:256,1.0,9.6,2.2,20.4,2.6
515,2017,5,29,6:00A18:257,1.8,4.0,0.4,20.2,11.8
516,2017,5,30,18:00A6:257,0.4,0.0,0.0,0.8,0.0
517,2017,5,31,6:00A18:258,1.8,4.6,6.2,0.0,0.0
518,2017,6,1,18:00A6:258,0.5,6.4,0.0,0.0,0.2
519,2017,6,2,6:00A18:259,21.2,0.6000000000000001,2.3,0.8,0.4
520,2017,6,3,18:00A6:259,0.5,0.2,0.2,0.2,0.0
521,2017,6,4,6:00A18:260,0.5,0.0,0.0,0.0,0.0
522,2017,6,5,18:00A6:260,0.5,0.0,0.6000000000000001,0.8,0.4
523,2017,6,6,6:00A18:261,0.5,0.0,0.5,0.0,0.0
524,2017,6,7,18:00A6:261,0.6,0.0,0.0,0.0,0.0
525,2017,6,8,6:00A18:262,0.5,4.0,0.0,0.0,0.0
526,2017,6,9,18:00A6:262,0.5,0.0,0.0,0.0,0.0
527,2017,6,10,6:00A18:263,1.1,13.2,0.0,0.0,0.6
528,2017,6,11,18:00A6:263,0.5,1.0,0.4,8.2,0.0
529,2017,6,12,6:00A18:264,0.5,0.0,2.0,4.0,0.0
530,2017,6,13,18:00A6:264,0.5,0.0,0.7,0.0,0.0
531,2017,6,14,6:00A18:265,8.8,0.6,0.8,0.0,0.0
532,2017,6,15,18:00A6:265,0.5,0.5,0.7,0.2,0.0
533,2017,6,16,6:00A18:266,0.5,8.7,0.0,0.0,0.0
534,2017,6,17,18:00A6:266,0.5,0.0,0.3,0.0,0.0
535,2017,6,18,6:00A18:267,0.5,0.4,0.0,0.0,0.0
536,2017,6,19,18:00A6:267,0.5,4.4,0.0,0.0,0.0
537,2017,6,20,6:00A18:268,0.5,0.2,0.6,0.0,0.0
538,2017,6,21,18:00A6:268,0.5,0.0,3.2,0.0,0.0
539,2017,6,22,6:00A18:269,0.5,0.0,4.2,1.2,0.0
540,2017,6,23,18:00A6:269,0.5,1.6,3.8,0.0,0.0
541,2017,6,24,6:00A18:270,0.5,0.0,0.2,0.0,0.0
542,2017,6,25,18:00A6:270,0.2,0.0,0.8,0.0,0.0
543,2017,6,26,6:00A18:271,0.5,0.0,0.3,0.2,0.0
544,2017,6,27,18:00A6:271,0.5,0.0,0.0,0.0,0.0
545,2017,6,28,6:00A18:272,0.5,0.0,3.2,0.0,0.0
546,2017,6,29,18:00A6:272,0.5,48.2,0.8,0.0,0.0
547,2017,6,30,6:00A18:273,0.5,32.1,0.6,0.0,0.0
548,2017,7,1,18:00A6:273,5.6,0.0,9.3,0.0,0.0
549,2017,7,2,6:00A18:274,12.6,0.0,15.8,45.0,12.6
550,2017,7,3,18:00A6:274,0.6,0.0,0.1,13.0,0.0
551,2017,7,4,6:00A18:275,0.5,0.0,0.0,1.4,0.0
552,2017,7,5,18:00A6:275,0.5,0.0,10.4,0.0,0.0
553,2017,7,6,6:00A18:276,0.5,0.0,0.1,0.0,0.0
554,2017,7,7,18:00A6:276,0.5,1.0,0.0,0.0,0.0
555,2017,7,8,6:00A18:277,0.5,0.6,0.0,0.0,0.0
556,2017,7,9,18:00A6:277,0.5,4.8,0.0,0.0,0.0
557,2017,7,10,6:00A18:278,0.5,0.0,0.0,0.0,0.0
558,2017,7,11,18:00A6:278,0.5,0.0,0.0,0.0,0.0
559,2017,7,12,6:00A18:279,0.5,30.6,0.0,0.0,0.0
560,2017,7,13,18:00A6:279,0.5,0.0,0.0,0.4,0.0
561,2017,7,14,6:00A18:280,0.5,0.0,0.0,0.0,0.0
562,2017,7,15,18:00A6:280,0.5,0.0,0.0,0.0,0.0
563,2017,7,16,6:00A18:281,0.5,0.0,0.0,0.0,0.0
564,2017,7,17,18:00A6:281,0.5,0.0,0.0,0.0,0.0
565,2017,7,18,6:00A18:282,0.5,2.4,2.0,0.0,0.0
566,2017,7,19,18:00A6:282,10.6,4.0,2.2,2.0,0.0
567,2017,7,20,6:00A18:283,0.5,0.0,0.0,1.4,0.0
568,2017,7,21,18:00A6:283,0.5,0.0,0.0,0.0,0.0
569,2017,7,22,6:00A18:284,0.5,0.0,0.0,0.0,0.0
570,2017,7,23,18:00A6:284,0.5,0.0,0.0,0.0,0.0
571,2017,7,24,6:00A18:285,0.5,0.0,0.0,0.0,0.0
572,2017,7,25,18:00A6:285,0.5,0.0,0.0,0.0,0.0
573,2017,7,26,6:00A18:286,0.5,0.0,0.0,0.0,0.0
574,2017,7,27,18:00A6:286,0.5,5.4,0.0,0.0,0.0
575,2017,7,28,6:00A18:287,0.5,5.4,5.699999999999999,0.0,0.0
576,2017,7,29,18:00A6:287,0.5,5.4,0.0,0.0,0.0
577,2017,7,30,6:00A18:288,0.5,32.4,0.0,1.2,1.0
578,2017,7,31,18:00A6:288,0.5,0.0,0.0,0.0,0.0
579,2017,8,1,6:00A18:289,1.3,1.8,0.0,0.0,0.0
580,2017,8,2,18:00A6:289,1.3,0.0,0.0,0.0,0.0
581,2017,8,3,6:00A18:290,1.3,0.0,0.0,0.0,0.0
582,2017,8,4,18:00A6:290,1.3,5.1,0.0,0.0,2.0
583,2017,8,5,6:00A18:291,1.3,0.0,0.0,0.0,0.0
584,2017,8,6,18:00A6:291,1.3,0.0,0.0,0.0,0.0
585,2017,8,7,6:00A18:292,1.3,0.0,0.0,0.0,0.0
586,2017,8,8,18:00A6:292,1.3,0.0,0.0,0.0,0.0
587,2017,8,9,6:00A18:293,0.1,0.0,3.5,0.0,0.0
588,2017,8,10,18:00A6:293,1.4,0.0,0.0,0.0,0.0
589,2017,8,11,6:00A18:294,1.3,0.0,19.3,0.0,0.0
590,2017,8,12,18:00A6:294,1.3,1.0,0.3,0.0,0.0
591,2017,8,13,6:00A18:295,1.3,0.0,0.4,0.0,0.0
592,2017,8,14,18:00A6:295,1.3,18.7,0.6000000000000001,0.0,0.0
593,2017,8,15,6:00A18:296,1.3,0.3,0.3,0.0,0.0
594,2017,8,16,18:00A6:296,1.2,0.0,0.0,0.0,0.0
595,2017,8,17,6:00A18:297,2.6,0.0,1.4,0.0,0.0
596,2017,8,18,18:00A6:297,41.0,16.5,14.4,7.600000000000001,6.8
597,2017,8,19,6:00A18:298,4.4,16.5,11.5,0.2,0.0
598,2017,8,20,18:00A6:298,1.3,0.0,0.3,0.0,0.0
599,2017,8,21,6:00A18:299,1.3,28.3,0.1,0.0,0.0
600,2017,8,22,18:00A6:299,1.3,6.2,0.0,8.2,0.8
601,2017,8,23,6:00A18:300,1.3,0.0,0.0,0.0,0.0
602,2017,8,24,18:00A6:300,1.3,0.0,4.2,0.0,0.0
603,2017,8,25,6:00A18:301,19.2,0.0,17.4,0.6,0.0
604,2017,8,26,18:00A6:301,1.3,0.0,0.0,0.0,0.0
605,2017,8,27,6:00A18:302,1.3,8.0,0.0,0.0,0.0
606,2017,8,28,18:00A6:302,1.3,6.2,2.0,0.0,0.0
607,2017,8,29,6:00A18:303,5.8,0.0,0.3,6.8,1.2
608,2017,8,30,18:00A6:303,3.0,0.0,9.1,0.0,0.6
609,2017,8,31,6:00A18:304,1.3,0.0,0.2,6.8,0.4
610,2017,9,1,18:00A6:304,0.6,0.0,0.0,0.0,0.0
611,2017,9,2,6:00A18:305,0.6,0.0,0.0,0.0,0.0
612,2017,9,3,18:00A6:305,0.6,0.0,0.0,0.0,0.0
613,2017,9,4,6:00A18:306,0.6,0.0,0.0,0.0,0.0
614,2017,9,5,18:00A6:306,0.6,0.0,0.0,0.8,0.6
615,2017,9,6,6:00A18:307,0.6,0.0,0.0,13.4,0.0
616,2017,9,7,18:00A6:307,0.6,0.0,0.0,0.0,0.0
617,2017,9,8,6:00A18:308,0.6,25.5,5.2,1.4,1.8
618,2017,9,9,18:00A6:308,0.6,16.2,1.6,1.8,3.4
619,2017,9,10,6:00A18:309,0.6,0.0,1.2,0.0,1.2
620,2017,9,11,18:00A6:309,5.8,0.0,5.8,0.0,0.0
621,2017,9,12,6:00A18:310,1.5,0.0,2.5,11.2,1.8
622,2017,9,13,18:00A6:310,11.0,2.4,3.1,0.8,0.2
623,2017,9,14,6:00A18:311,3.4,0.0,1.4,0.0,0.0
624,2017,9,15,18:00A6:311,0.6,1.8,0.6,7.8,1.8
625,2017,9,16,6:00A18:312,9.4,1.2,6.4,37.0,11.4
626,2017,9,17,18:00A6:312,0.2,0.2,2.6,8.2,6.0
627,2017,9,18,6:00A18:313,0.6,0.0,0.0,1.2,4.0
628,2017,9,19,18:00A6:313,0.6,0.0,0.0,0.0,0.0
629,2017,9,20,6:00A18:314,0.6,0.0,0.0,0.6,0.0
630,2017,9,21,18:00A6:314,0.6,0.0,0.0,0.0,0.0
631,2017,9,22,6:00A18:315,0.6,0.0,0.0,0.0,0.0
632,2017,9,23,18:00A6:315,0.6,0.1,0.0,0.0,0.0
633,2017,9,24,6:00A18:316,0.6,4.9,0.0,18.2,1.2
634,2017,9,25,18:00A6:316,0.6,1.6,0.0,10.2,5.800000000000001
635,2017,9,26,6:00A18:317,0.6,0.0,2.0,0.0,0.0
636,2017,9,27,18:00A6:317,1.1,1.0,1.0,4.4,1.6
637,2017,9,28,6:00A18:318,0.6,0.4,0.0,15.0,12.6
638,2017,9,29,18:00A6:318,2.0,9.4,1.6,3.2,0.2
639,2017,9,30,6:00A18:319,0.6,3.4,0.0,2.4,0.0
640,2017,10,1,18:00A6:319,0.0,0.0,0.0,0.0,0.0
641,2017,10,2,6:00A18:320,0.0,0.3,0.0,0.0,0.0
642,2017,10,3,18:00A6:320,0.0,21.2,0.2,0.0,0.0
643,2017,10,4,6:00A18:321,0.0,0.4,0.2,1.0,0.0
644,2017,10,5,18:00A6:321,0.0,0.0,6.8,3.2,0.0
645,2017,10,6,6:00A18:322,0.0,0.0,1.0,12.2,1.2
646,2017,10,7,18:00A6:322,0.0,0.0,5.1,8.2,3.4
647,2017,10,8,6:00A18:323,0.0,7.199999999999999,11.2,22.4,9.4
648,2017,10,9,18:00A6:323,0.0,0.0,0.0,10.8,2.2
649,2017,10,10,6:00A18:324,0.0,0.0,0.0,0.0,1.0
650,2017,10,11,18:00A6:324,0.0,0.0,0.0,2.6,1.2
651,2017,10,12,6:00A18:325,0.0,0.0,0.0,0.0,0.0
652,2017,10,13,18:00A6:325,0.0,0.0,2.0,5.6,5.0
653,2017,10,14,6:00A18:326,0.0,21.3,0.0,2.6,2.0
654,2017,10,15,18:00A6:326,0.0,15.7,31.9,9.399999999999999,7.4
655,2017,10,16,6:00A18:327,0.0,0.0,5.3,14.0,6.0
656,2017,10,17,18:00A6:327,0.0,0.0,0.0,2.6,6.2
657,2017,10,18,6:00A18:328,0.0,0.0,0.0,0.0,0.0
658,2017,10,19,18:00A6:328,0.0,0.0,0.0,1.6,2.2
659,2017,10,20,6:00A18:329,0.0,0.0,0.0,0.0,0.0
660,2017,10,21,18:00A6:329,0.0,0.0,0.0,1.0,6.0
661,2017,10,22,6:00A18:330,0.0,0.0,0.0,0.0,0.0
662,2017,10,23,18:00A6:330,0.0,18.6,0.0,0.0,0.0
663,2017,10,24,6:00A18:331,0.0,0.0,0.0,4.8,12.0
664,2017,10,25,18:00A6:331,0.0,0.0,4.4,0.0,0.0
665,2017,10,26,6:00A18:332,0.0,0.0,0.8,0.0,1.0
666,2017,10,27,18:00A6:332,0.0,0.0,0.0,0.0,0.0
667,2017,10,28,6:00A18:333,0.0,0.0,16.0,0.0,0.0
668,2017,10,29,18:00A6:333,0.0,41.8,15.6,2.4,0.0
669,2017,10,30,6:00A18:334,0.0,83.0,18.1,7.2,3.2
670,2017,10,31,18:00A6:334,0.0,30.2,3.5,0.2,0.0
671,2017,11,1,6:00A18:335,0.0,17.1,2.7,0.0,0.0
672,2017,11,2,18:00A6:335,0.0,71.8,25.5,0.0,0.0
673,2017,11,3,6:00A18:336,0.0,0.0,5.0,0.0,1.4
674,2017,11,4,18:00A6:336,0.0,0.1,1.7,0.0,2.8
675,2017,11,5,6:00A18:337,0.0,39.9,1.4,0.0,4.4
676,2017,11,6,18:00A6:337,0.0,8.0,3.4,0.0,0.0
677,2017,11,7,6:00A18:338,0.0,6.2,2.0,0.0,0.0
678,2017,11,8,18:00A6:338,0.0,21.3,0.0,0.0,0.0
679,2017,11,9,6:00A18:339,0.0,66.4,92.0,0.0,0.0
680,2017,11,10,18:00A6:339,0.0,0.1,5.4,3.4,0.0
681,2017,11,11,6:00A18:340,0.0,7.2,4.300000000000001,13.3,0.0
682,2017,11,12,18:00A6:340,0.0,97.60000000000001,22.0,6.6,1.4
683,2017,11,13,6:00A18:341,0.0,18.3,4.6,4.2,2.1
684,2017,11,14,18:00A6:341,0.0,0.0,0.0,0.0,6.1
685,2017,11,15,6:00A18:342,0.0,0.1,2.0,4.2,7.8
686,2017,11,16,18:00A6:342,0.0,2.5,0.0,0.4,0.0
687,2017,11,17,6:00A18:343,0.0,24.1,5.0,9.8,11.4
688,2017,11,18,18:00A6:343,0.0,0.0,8.0,2.0,6.0
689,2017,11,19,6:00A18:344,0.0,9.1,15.0,0.8,0.0
690,2017,11,20,18:00A6:344,0.0,18.3,15.0,1.0,0.0
691,2017,11,21,6:00A18:345,0.0,0.0,0.0,0.0,0.0
692,2017,11,22,18:00A6:345,0.0,0.0,3.0,1.6,0.0
693,2017,11,23,6:00A18:346,0.0,52.5,5.0,0.0,0.0
694,2017,11,24,18:00A6:346,0.0,12.5,0.0,0.0,0.0
695,2017,11,25,6:00A18:347,0.0,9.2,8.0,0.0,0.0
696,2017,11,26,18:00A6:347,0.0,18.3,6.0,22.0,0.0
697,2017,11,27,6:00A18:348,0.0,0.0,4.0,8.0,0.0
698,2017,11,28,18:00A6:348,0.0,29.8,19.0,12.0,7.2
699,2017,11,29,6:00A18:349,0.0,24.0,21.0,10.0,0.0
700,2017,11,30,18:00A6:349,0.0,0.0,0.0,0.0,0.8
701,2017,12,31,6:00A18:350,0.0,0.0,12.0,1.4,13.6
702,2017,12,31,18:00A6:350,0.0,14.1,0.0,2.0,2.4
703,2017,12,31,6:00A18:351,0.0,21.8,10.0,5.6,0.0
704,2017,12,31,18:00A6:351,0.0,0.0,0.0,0.0,0.0
705,2017,12,31,6:00A18:352,0.0,2.2,0.0,4.0,0.0
706,2017,12,31,18:00A6:352,0.0,0.0,0.0,0.8,2.2
707,2017,12,31,6:00A18:353,0.0,0.0,0.0,0.0,0.0
708,2017,12,31,18:00A6:353,0.0,0.0,5.0,1.0,0.6
709,2017,12,31,6:00A18:354,0.0,7.0,0.0,0.0,0.0
710,2017,12,31,18:00A6:354,0.0,18.0,25.0,0.0,3.0
711,2017,12,31,6:00A18:355,0.0,44.40000000000001,25.0,0.0,0.0
712,2017,12,31,18:00A6:355,0.0,4.0,0.0,8.0,0.0
713,2017,12,31,6:00A18:356,0.0,10.1,1.0,5.0,4.0
714,2017,12,31,18:00A6:356,0.0,0.0,0.0,0.2,0.0
715,2017,12,31,6:00A18:357,0.0,99.9,25.0,22.8,8.4
716,2017,12,31,18:00A6:357,0.0,0.2,1.0,0.0,0.0
717,2017,12,31,6:00A18:358,0.0,0.0,38.0,16.0,17.2
718,2017,12,31,18:00A6:358,0.0,16.4,5.0,17.2,5.6
719,2017,12,31,6:00A18:359,0.0,74.0,4.0,4.8,8.2
720,2017,12,31,18:00A6:359,0.0,4.600000000000001,0.4,1.6,1.4
721,2017,12,31,6:00A18:360,0.0,0.0,0.4,0.8,0.0
722,2017,12,31,18:00A6:360,0.0,0.4,10.4,2.0,8.0
723,2017,12,31,6:00A18:361,0.0,9.4,0.0,4.0,1.2
724,2017,12,31,18:00A6:361,0.0,2.2,0.1,0.0,0.0
725,2017,12,31,6:00A18:362,0.0,24.4,18.0,7.4,11.0
726,2017,12,31,18:00A6:362,0.0,21.8,4.2,5.6,0.0
727,2017,12,31,6:00A18:363,0.0,194.4,24.0,12.0,6.0
728,2017,12,31,18:00A6:363,0.0,15.3,17.0,16.4,9.8
729,2017,12,31,6:00A18:364,0.0,106.4,14.0,10.0,6.0
730,2017,12,31,18:00A6:364,0.0,4.2,6.0,12.0,8.0
731,2017,12,31,6:00A18:365,0.0,9.399999999999999,11.0,24.0,20.0
732,2018,1,1,18:00A6:365,15.8,23.2,4.0,14.0,8.0
733,2018,1,2,6:00A18:366,9.600000000000001,14.4,2.3,24.0,14.0
734,2018,1,3,18:00A6:366,0.8,20.6,8.9,34.0,22.0
735,2018,1,4,6:00A18:367,30.0,14.0,35.4,24.0,27.0
736,2018,1,5,18:00A6:367,22.4,11.2,40.7,9.2,9.2
737,2018,1,6,6:00A18:368,5.9,4.0,4.2,4.0,6.0
738,2018,1,7,18:00A6:368,23.2,7.6,52.40000000000001,20.0,12.4
739,2018,1,8,6:00A18:369,29.7,23.5,25.0,40.0,13.0
740,2018,1,9,18:00A6:369,9.6,45.8,35.4,30.0,9.8
741,2018,1,10,6:00A18:370,25.4,12.0,28.0,22.0,8.6
