Num,Año,Mes,Día,Horas,Base Operativa Kiteni,PS-1,PS-2,PS-3,PS-4
1113,2019,1,17,6:00A18:556,5.7,8.2,12.0,4.2,2.0
1114,2019,1,18,18:00A6:556,21.4,16.8,26.0,12.6,8.2
1115,2019,1,19,6:00A18:557,3.4,2.0,4.0,4.6,2.8
1116,2019,1,20,18:00A6:557,0.0,2.4,0.0,4.2,2.0
1117,2019,1,21,6:00A18:558,13.1,46.0,3.8,22.6,12.6
1118,2019,1,22,18:00A6:558,11.2,0.8,10.8,0.0,0.0
1119,2019,1,23,6:00A18:559,19.2,43.4,17.2,0.0,0.0
1120,2019,1,24,18:00A6:559,12.2,3.6,10.8,0.0,0.0
1121,2019,1,25,6:00A18:560,21.8,40.2,22.2,0.0,0.0
1122,2019,1,26,18:00A6:560,18.0,0.0,20.6,10.0,8.0
1123,2019,1,27,6:00A18:561,0.0,0.0,2.2,0.0,0.0
1124,2019,1,28,18:00A6:561,1.8,0.0,2.0,18.0,2.0
1125,2019,1,29,6:00A18:562,6.4,0.0,4.2,14.0,9.4
1126,2019,1,30,18:00A6:562,0.0,17.5,1.0,10.0,5.4
1127,2019,1,31,6:00A18:563,20.6,23.6,11.2,14.0,4.2
1128,2019,2,1,18:00A6:563,4.2,9.7,7.8,10.0,14.0
1129,2019,2,2,6:00A18:564,0.0,36.2,4.4,0.0,0.0
1130,2019,2,3,18:00A6:564,21.4,21.8,18.0,20.6,12.8
1131,2019,2,4,6:00A18:565,42.2,9.6,29.0,39.4,33.0
1132,2019,2,5,18:00A6:565,13.9,20.4,25.0,6.2,2.0
1133,2019,2,6,6:00A18:566,15.0,39.6,14.0,2.6,4.0
1134,2019,2,7,18:00A6:566,18.2,23.4,26.0,14.0,9.0
1135,2019,2,8,6:00A18:567,2.4,10.6,3.0,2.4,2.8
1136,2019,2,9,18:00A6:567,9.6,2.0,20.0,4.0,1.8
1137,2019,2,10,6:00A18:568,13.4,0.0,31.0,4.6,3.2
1138,2019,2,11,18:00A6:568,0.8,13.1,18.0,0.0,0.0
1139,2019,2,12,6:00A18:569,24.0,10.2,34.0,18.2,17.3
1140,2019,2,13,18:00A6:569,0.2,2.5,0.0,4.0,0.0
1141,2019,2,14,6:00A18:570,0.4,2.8,0.0,0.0,1.2
1142,2019,2,15,18:00A6:570,4.0,19.3,44.0,8.4,7.2
1143,2019,2,16,6:00A18:571,4.3,41.4,11.0,6.100000000000001,5.8
1144,2019,2,17,18:00A6:571,27.4,26.6,37.0,13.7,14.6
1145,2019,2,18,6:00A18:572,9.2,86.8,40.5,14.0,20.0
1146,2019,2,19,18:00A6:572,2.1,6.4,6.0,3.2,5.6
1147,2019,2,20,6:00A18:573,74.4,2.2,5.0,12.6,9.8
1148,2019,2,21,18:00A6:573,7.5,16.0,40.0,16.4,10.2
1149,2019,2,22,6:00A18:574,0.0,0.4,3.5,0.0,0.0
1150,2019,2,23,18:00A6:574,25.0,20.4,24.5,26.4,18.4
1151,2019,2,24,6:00A18:575,33.6,0.4,90.0,0.0,0.0
1152,2019,2,25,18:00A6:575,1.9,26.0,7.5,18.0,5.0
1153,2019,2,26,6:00A18:576,2.4,11.4,4.5,4.0,2.0
1154,2019,2,27,18:00A6:576,30.8,120.3,15.0,2.0,0.0
1155,2019,2,28,6:00A18:577,71.2,38.2,52.5,2.2,0.0
1156,2019,3,1,18:00A6:577,1.2,14.1,2.5,6.8,4.0
1157,2019,3,2,6:00A18:578,0.1,4.0,0.0,2.2,0.0
1158,2019,3,3,18:00A6:578,0.0,0.0,0.0,0.0,0.0
1159,2019,3,4,6:00A18:579,19.8,0.0,16.2,0.0,0.0
1160,2019,3,5,18:00A6:579,8.0,2.0,22.4,0.0,0.0
1161,2019,3,6,6:00A18:580,20.6,17.0,11.0,16.2,10.0
1162,2019,3,7,18:00A6:580,0.8,14.3,6.2,17.2,16.8
1163,2019,3,8,6:00A18:581,0.0,0.0,0.0,4.2,3.2
1164,2019,3,9,18:00A6:581,20.2,0.0,57.3,34.2,23.4
1165,2019,3,10,6:00A18:582,3.2,2.4,2.0,0.0,0.0
1166,2019,3,11,18:00A6:582,0.0,3.6,2.0,18.0,15.2
1167,2019,3,12,6:00A18:583,0.2,0.2,0.0,2.0,0.0
1168,2019,3,13,18:00A6:583,1.6,30.7,4.0,8.0,2.1
1169,2019,3,14,6:00A18:584,17.0,7.600000000000001,63.3,3.8,2.0
1170,2019,3,15,18:00A6:584,10.8,20.4,38.0,4.6,0.6
1171,2019,3,16,6:00A18:585,7.0,0.2,15.4,4.6,0.0
1172,2019,3,17,18:00A6:585,0.8,2.4,8.0,8.2,4.6
1173,2019,3,18,6:00A18:586,37.8,0.0,13.0,10.0,2.0
1174,2019,3,19,18:00A6:586,13.0,6.4,17.2,15.0,17.0
1175,2019,3,20,6:00A18:587,19.4,56.40000000000001,42.2,10.0,8.0
1176,2019,3,21,18:00A6:587,6.2,35.4,7.600000000000001,27.0,3.0
1177,2019,3,22,6:00A18:588,6.0,22.6,15.0,0.0,2.0
1178,2019,3,23,18:00A6:588,9.0,62.2,15.3,6.0,0.0
1179,2019,3,24,6:00A18:589,28.8,1.4,22.4,10.0,4.0
1180,2019,3,25,18:00A6:589,7.5,43.2,9.3,12.0,2.0
1181,2019,3,26,6:00A18:590,19.3,33.6,13.6,2.0,0.0
1182,2019,3,27,18:00A6:590,3.1,21.8,12.0,16.0,8.0
1183,2019,3,28,6:00A18:591,3.2,0.2,4.1,26.2,12.5
1184,2019,3,29,18:00A6:591,5.2,9.4,6.2,6.2,4.0
1185,2019,3,30,6:00A18:592,0.0,8.9,0.0,2.0,0.0
1186,2019,3,31,18:00A6:592,0.0,2.2,0.0,0.0,0.0
1187,2019,4,1,6:00A18:593,0.0,76.4,5.4,2.0,0.0
1188,2019,4,2,18:00A6:593,0.0,5.2,3.3,6.2,0.0
1189,2019,4,3,6:00A18:594,0.0,11.4,6.3,0.0,0.0
1190,2019,4,4,18:00A6:594,0.0,55.0,18.1,2.6,0.0
1191,2019,4,5,6:00A18:595,0.0,9.2,2.0,0.0,0.0
1192,2019,4,6,18:00A6:595,0.0,35.3,0.0,0.0,0.0
1193,2019,4,7,6:00A18:596,0.0,1.0,0.0,8.6,4.2
1194,2019,4,8,18:00A6:596,0.0,0.0,0.0,4.6,2.0
1195,2019,4,9,6:00A18:597,0.0,0.0,0.0,0.0,0.0
1196,2019,4,10,18:00A6:597,0.0,0.0,0.0,0.0,0.0
1197,2019,4,11,6:00A18:598,0.0,0.0,0.0,0.0,0.0
1198,2019,4,12,18:00A6:598,0.0,63.3,0.0,0.0,0.0
1199,2019,4,13,6:00A18:599,0.0,14.1,0.0,2.2,0.0
1200,2019,4,14,18:00A6:599,0.0,0.0,0.0,0.0,0.0
1201,2019,4,15,6:00A18:600,0.0,0.0,0.0,2.2,0.0
1202,2019,4,16,18:00A6:600,0.0,8.6,10.1,0.0,0.0
1203,2019,4,17,6:00A18:601,0.0,6.8,6.2,0.0,0.0
1204,2019,4,18,18:00A6:601,0.0,0.0,0.0,0.0,0.0
1205,2019,4,19,6:00A18:602,0.0,0.0,8.2,0.0,0.0
1206,2019,4,20,18:00A6:602,0.0,7.0,103.4,16.6,10.2
1207,2019,4,21,6:00A18:603,0.0,0.0,8.4,0.0,0.0
1208,2019,4,22,18:00A6:603,0.0,25.2,5.1,0.0,0.0
1209,2019,4,23,6:00A18:604,0.0,18.0,0.0,0.0,0.0
1210,2019,4,24,18:00A6:604,0.0,16.6,29.5,0.0,0.0
1211,2019,4,25,6:00A18:605,0.0,2.5,0.0,2.0,0.0
1212,2019,4,26,18:00A6:605,0.0,5.2,0.0,0.0,0.0
1213,2019,4,27,6:00A18:606,0.0,0.0,0.0,0.0,0.0
1214,2019,4,28,18:00A6:606,0.0,10.2,3.6,0.0,0.0
1215,2019,4,29,6:00A18:607,0.0,7.0,63.5,0.0,0.0
1216,2019,4,30,18:00A6:607,0.0,0.0,0.0,0.0,0.0
1217,2019,5,1,6:00A18:608,5.1,17.4,3.2,0.0,0.0
1218,2019,5,2,18:00A6:608,0.0,26.2,0.0,0.0,0.0
1219,2019,5,3,6:00A18:609,0.0,0.0,0.0,0.0,0.0
1220,2019,5,4,18:00A6:609,0.0,0.0,0.0,0.0,0.0
1221,2019,5,5,6:00A18:610,28.2,11.2,7.2,6.0,2.0
1222,2019,5,6,18:00A6:610,0.4,1.0,0.3,0.0,0.0
1223,2019,5,7,6:00A18:611,0.0,0.0,0.7,0.0,0.0
1224,2019,5,8,18:00A6:611,0.0,5.6,15.0,0.0,0.0
1225,2019,5,9,6:00A18:612,0.0,0.3,15.8,2.0,0.0
1226,2019,5,10,18:00A6:612,0.0,2.4,6.0,0.0,0.0
1227,2019,5,11,6:00A18:613,0.0,0.6,8.0,0.0,0.0
1228,2019,5,12,18:00A6:613,11.7,0.0,105.0,13.0,6.0
1229,2019,5,13,6:00A18:614,1.5,17.0,11.0,3.0,0.0
1230,2019,5,14,18:00A6:614,5.2,5.6,0.0,14.0,8.0
1231,2019,5,15,6:00A18:615,0.4,0.0,0.0,23.0,17.0
1232,2019,5,16,18:00A6:615,0.2,0.0,8.0,2.0,0.0
1233,2019,5,17,6:00A18:616,0.0,0.0,0.5,0.0,0.0
1234,2019,5,18,18:00A6:616,0.0,0.0,0.0,0.0,0.0
1235,2019,5,19,6:00A18:617,0.0,0.0,0.0,0.0,0.0
1236,2019,5,20,18:00A6:617,0.0,17.5,0.3,0.0,0.0
1237,2019,5,21,6:00A18:618,0.0,8.4,0.0,0.0,0.0
1238,2019,5,22,18:00A6:618,0.6,0.0,0.4,0.0,0.0
1239,2019,5,23,6:00A18:619,0.8,0.0,2.0,0.0,0.0
1240,2019,5,24,18:00A6:619,10.0,37.6,12.2,0.0,0.0
1241,2019,5,25,6:00A18:620,0.0,0.9,1.5,0.0,0.0
1242,2019,5,26,18:00A6:620,0.0,0.0,1.4,0.0,0.0
1243,2019,5,27,6:00A18:621,0.0,0.0,0.4,0.0,0.0
1244,2019,5,28,18:00A6:621,0.0,0.0,1.1,0.0,0.0
1245,2019,5,29,6:00A18:622,0.0,0.0,0.4,0.0,0.0
1246,2019,5,30,18:00A6:622,0.0,0.0,0.2,0.0,0.0
1247,2019,5,31,6:00A18:623,0.0,0.0,0.0,0.0,0.0
1248,2019,6,1,18:00A6:623,1.0,9.8,1.4,0.0,0.0
1249,2019,6,2,6:00A18:624,4.9,2.5,0.0,0.0,0.0
1250,2019,6,3,18:00A6:624,8.0,28.0,0.0,0.0,0.0
1251,2019,6,4,6:00A18:625,0.6,0.4,3.1,0.0,0.0
1252,2019,6,5,18:00A6:625,0.0,0.0,0.3,0.0,0.0
1253,2019,6,6,6:00A18:626,0.0,2.4,0.0,0.0,0.0
1254,2019,6,7,18:00A6:626,0.0,0.0,3.0,0.0,0.0
1255,2019,6,8,6:00A18:627,0.0,0.0,0.0,0.0,0.0
1256,2019,6,9,18:00A6:627,0.0,0.0,0.0,0.0,0.0
1257,2019,6,10,6:00A18:628,0.0,0.0,0.0,2.0,0.0
1258,2019,6,11,18:00A6:628,0.0,0.0,0.0,0.6,0.0
1259,2019,6,12,6:00A18:629,0.0,0.0,0.0,0.0,0.0
1260,2019,6,13,18:00A6:629,0.0,0.0,0.0,0.0,0.0
1261,2019,6,14,6:00A18:630,0.0,0.0,0.0,0.0,0.0
1262,2019,6,15,18:00A6:630,0.0,25.0,15.0,0.0,0.0
1263,2019,6,16,6:00A18:631,34.4,52.4,2.0,0.0,0.0
1264,2019,6,17,18:00A6:631,36.2,4.4,18.0,8.8,0.4
1265,2019,6,18,6:00A18:632,0.0,0.0,0.0,0.0,0.0
1266,2019,6,19,18:00A6:632,0.0,0.0,1.0,0.0,0.0
1267,2019,6,20,6:00A18:633,3.0,0.0,46.0,6.4,4.2
1268,2019,6,21,18:00A6:633,15.0,0.0,51.0,0.0,0.0
1269,2019,6,22,6:00A18:634,0.0,0.0,0.0,0.0,0.0
1270,2019,6,23,18:00A6:634,0.0,0.0,0.0,0.0,0.0
1271,2019,6,24,6:00A18:635,0.0,0.0,0.0,0.0,0.0
1272,2019,6,25,18:00A6:635,0.0,0.0,0.0,0.0,0.0
1273,2019,6,26,6:00A18:636,0.0,19.0,0.0,0.0,0.0
1274,2019,6,27,18:00A6:636,0.0,0.0,0.0,0.0,0.0
1275,2019,6,28,6:00A18:637,45.0,0.0,6.0,0.0,0.0
1276,2019,6,29,18:00A6:637,3.4,18.0,20.0,4.2,0.0
1277,2019,6,30,6:00A18:638,0.0,0.0,0.0,0.0,0.0
1278,2019,7,1,18:00A6:638,0.0,0.0,0.0,0.0,0.0
1279,2019,7,2,6:00A18:639,11.0,0.0,2.0,0.0,0.0
1280,2019,7,3,18:00A6:639,0.0,0.0,3.0,0.0,0.0
1281,2019,7,4,6:00A18:640,0.0,15.0,0.0,0.0,0.0
1282,2019,7,5,18:00A6:640,5.3,0.0,0.0,0.0,0.0
1283,2019,7,6,6:00A18:641,5.8,12.8,6.0,0.0,0.0
1284,2019,7,7,18:00A6:641,3.1,3.0,0.0,0.0,0.0
1285,2019,7,8,6:00A18:642,0.0,0.0,0.0,2.0,0.0
1286,2019,7,9,18:00A6:642,0.0,0.0,0.0,2.6,0.0
1287,2019,7,10,6:00A18:643,0.0,0.0,0.0,0.0,0.0
1288,2019,7,11,18:00A6:643,0.0,0.0,0.0,0.0,0.0
1289,2019,7,12,6:00A18:644,0.0,0.0,0.0,0.0,0.0
1290,2019,7,13,18:00A6:644,0.0,0.0,0.0,0.0,0.0
1291,2019,7,14,6:00A18:645,0.0,0.0,3.2,0.0,0.0
1292,2019,7,15,18:00A6:645,0.0,0.0,0.0,0.0,0.0
1293,2019,7,16,6:00A18:646,0.0,0.0,13.1,0.0,0.0
1294,2019,7,17,18:00A6:646,0.0,30.2,10.4,10.8,3.6
1295,2019,7,18,6:00A18:647,0.0,0.0,0.0,3.8,1.0
1296,2019,7,19,18:00A6:647,0.6,0.8,1.3,0.0,0.0
1297,2019,7,20,6:00A18:648,0.0,0.0,0.0,4.2,0.0
1298,2019,7,21,18:00A6:648,0.0,0.0,0.0,0.0,0.0
1299,2019,7,22,6:00A18:649,0.0,0.0,0.0,0.0,0.0
1300,2019,7,23,18:00A6:649,12.6,2.6,2.8,0.0,0.0
1301,2019,7,24,6:00A18:650,9.2,3.0,7.5,12.8,4.2
1302,2019,7,25,18:00A6:650,4.4,0.0,2.4,7.2,10.0
1303,2019,7,26,6:00A18:651,0.0,2.0,0.0,0.0,0.0
1304,2019,7,27,18:00A6:651,0.0,0.0,0.0,0.0,0.0
1305,2019,7,28,6:00A18:652,0.0,0.0,0.0,0.0,0.0
1306,2019,7,29,18:00A6:652,0.0,0.0,0.0,0.0,0.0
1307,2019,7,30,6:00A18:653,0.0,0.0,0.0,0.0,0.0
1308,2019,7,31,18:00A6:653,0.0,0.0,0.0,0.0,0.0
1309,2019,8,1,6:00A18:654,0.0,0.0,0.0,0.0,0.0
1310,2019,8,2,18:00A6:654,0.0,0.0,0.0,0.0,0.0
1311,2019,8,3,6:00A18:655,0.0,120.4,0.0,0.0,0.0
1312,2019,8,4,18:00A6:655,0.0,3.4,0.0,4.6,0.0
1313,2019,8,5,6:00A18:656,0.0,0.0,0.0,0.0,0.0
1314,2019,8,6,18:00A6:656,0.0,0.0,0.0,0.0,0.0
1315,2019,8,7,6:00A18:657,0.0,0.0,0.0,0.0,0.0
1316,2019,8,8,18:00A6:657,0.0,0.0,0.0,0.0,0.0
1317,2019,8,9,6:00A18:658,0.0,0.0,0.0,0.0,0.0
1318,2019,8,10,18:00A6:658,0.0,0.0,0.0,0.0,0.0
1319,2019,8,11,6:00A18:659,0.0,0.0,0.0,0.0,0.0
1320,2019,8,12,18:00A6:659,0.0,0.0,0.0,0.0,0.0
1321,2019,8,13,6:00A18:660,0.0,10.8,0.0,0.0,0.0
1322,2019,8,14,18:00A6:660,0.0,0.0,1.2,0.0,0.0
1323,2019,8,15,6:00A18:661,1.8,0.0,0.0,0.0,0.0
1324,2019,8,16,18:00A6:661,0.0,0.0,0.0,0.0,0.0
1325,2019,8,17,6:00A18:662,0.0,0.0,0.0,0.0,0.0
1326,2019,8,18,18:00A6:662,0.0,0.0,0.0,0.0,0.0
1327,2019,8,19,6:00A18:663,0.0,0.0,0.0,0.0,0.0
1328,2019,8,20,18:00A6:663,0.0,0.0,0.0,0.0,0.0
1329,2019,8,21,6:00A18:664,0.0,28.0,0.0,0.0,0.0
1330,2019,8,22,18:00A6:664,0.0,0.0,0.0,0.0,0.0
1331,2019,8,23,6:00A18:665,0.0,0.0,0.0,0.0,0.0
1332,2019,8,24,18:00A6:665,0.0,0.0,0.0,0.0,0.0
1333,2019,8,25,6:00A18:666,0.0,0.0,0.0,0.0,0.0
1334,2019,8,26,18:00A6:666,0.0,16.0,0.0,0.0,0.0
1335,2019,8,27,6:00A18:667,0.0,0.0,0.0,0.0,0.0
1336,2019,8,28,18:00A6:667,0.0,0.0,0.0,0.0,0.0
1337,2019,8,29,6:00A18:668,0.0,0.0,0.0,0.0,0.0
1338,2019,8,30,18:00A6:668,0.0,0.0,0.0,0.0,0.0
1339,2019,8,31,6:00A18:669,0.0,0.0,0.0,0.0,0.0
1340,2019,9,1,18:00A6:669,0.0,0.0,4.0,0.0,0.0
1341,2019,9,2,6:00A18:670,0.0,0.0,10.0,0.0,0.0
1342,2019,9,3,18:00A6:670,0.0,0.0,0.0,0.0,0.0
1343,2019,9,4,6:00A18:671,17.2,5.2,18.0,20.4,3.2
1344,2019,9,5,18:00A6:671,0.0,2.0,0.0,7.2,2.0
1345,2019,9,6,6:00A18:672,0.0,0.0,0.0,3.0,0.0
1346,2019,9,7,18:00A6:672,0.0,0.0,0.0,1.0,0.0
1347,2019,9,8,6:00A18:673,0.0,0.0,0.0,0.0,0.0
1348,2019,9,9,18:00A6:673,0.0,0.0,0.0,0.0,0.0
1349,2019,9,10,6:00A18:674,0.0,0.0,0.0,0.0,0.0
1350,2019,9,11,18:00A6:674,16.9,0.0,0.0,1.0,0.0
1351,2019,9,12,6:00A18:675,0.8,0.0,6.0,0.0,0.0
1352,2019,9,13,18:00A6:675,0.0,0.0,0.0,6.0,0.0
1353,2019,9,14,6:00A18:676,0.0,2.0,0.0,0.0,0.0
1354,2019,9,15,18:00A6:676,0.0,0.0,0.0,0.0,0.0
1355,2019,9,16,6:00A18:677,0.0,0.0,0.0,0.0,0.0
1356,2019,9,17,18:00A6:677,0.0,0.0,0.0,0.0,0.0
1357,2019,9,18,6:00A18:678,0.0,0.0,0.0,0.0,0.0
1358,2019,9,19,18:00A6:678,0.0,0.0,2.5,0.0,0.0
1359,2019,9,20,6:00A18:679,0.0,0.0,54.8,0.0,0.0
1360,2019,9,21,18:00A6:679,15.5,60.2,43.3,14.0,4.0
1361,2019,9,22,6:00A18:680,18.4,9.2,22.4,8.0,6.0
1362,2019,9,23,18:00A6:680,0.0,0.0,0.0,1.0,1.0
1363,2019,9,24,6:00A18:681,0.0,0.0,0.0,1.0,1.0
1364,2019,9,25,18:00A6:681,0.0,0.0,0.0,19.2,20.0
1365,2019,9,26,6:00A18:682,0.0,10.4,38.5,0.0,2.0
1366,2019,9,27,18:00A6:682,7.2,6.5,2.1,1.0,2.0
1367,2019,9,28,6:00A18:683,0.0,0.0,0.0,5.6,6.0
1368,2019,9,29,18:00A6:683,1.5,8.0,5.2,0.0,0.0
1369,2019,9,30,6:00A18:684,0.0,0.0,1.1,15.6,2.8
1370,2019,10,1,18:00A6:684,0.8,0.0,0.0,16.2,6.2
1371,2019,10,2,6:00A18:685,4.6,13.6,8.4,3.2,0.2
1372,2019,10,3,18:00A6:685,0.2,0.0,0.0,3.8,0.3
1373,2019,10,4,6:00A18:686,18.0,2.0,48.3,6.4,5.600000000000001
1374,2019,10,5,18:00A6:686,25.2,1.0,22.4,0.2,0.2
1375,2019,10,6,6:00A18:687,18.4,10.0,6.6,0.4,1.2
1376,2019,10,7,18:00A6:687,7.0,132.0,32.6,8.4,0.4
1377,2019,10,8,6:00A18:688,0.0,3.0,0.0,0.0,0.2
1378,2019,10,9,18:00A6:688,0.0,0.0,0.0,0.0,0.2
1379,2019,10,10,6:00A18:689,0.0,0.0,0.0,0.0,0.0
1380,2019,10,11,18:00A6:689,47.0,0.0,14.2,6.4,2.0
1381,2019,10,12,6:00A18:690,0.6,20.0,0.0,0.0,0.0
1382,2019,10,13,18:00A6:690,2.8,12.2,0.0,12.0,4.0
1383,2019,10,14,6:00A18:691,1.0,0.0,7.399999999999999,0.0,0.0
1384,2019,10,15,18:00A6:691,11.2,0.0,64.3,2.0,0.0
1385,2019,10,16,6:00A18:692,7.0,4.0,11.1,9.0,4.0
1386,2019,10,17,18:00A6:692,14.4,1.0,8.1,12.0,2.0
1387,2019,10,18,6:00A18:693,3.8,0.0,7.4,8.0,2.6
1388,2019,10,19,18:00A6:693,9.6,0.0,38.2,10.0,4.0
1389,2019,10,20,6:00A18:694,25.4,33.4,1.4,0.0,0.0
1390,2019,10,21,18:00A6:694,2.0,4.0,0.0,0.0,0.0
1391,2019,10,22,6:00A18:695,1.2,7.6,2.2,0.0,0.0
1392,2019,10,23,18:00A6:695,2.6,10.4,1.4,0.0,0.0
1393,2019,10,24,6:00A18:696,0.0,1.0,0.0,0.0,0.0
1394,2019,10,25,18:00A6:696,0.0,0.0,0.0,0.0,0.0
1395,2019,10,26,6:00A18:697,0.3,14.6,0.0,0.0,0.0
1396,2019,10,27,18:00A6:697,18.4,2.4,6.0,0.0,0.0
1397,2019,10,28,6:00A18:698,0.0,3.4,0.0,0.0,0.0
1398,2019,10,29,18:00A6:698,0.0,1.2,0.8,0.0,0.0
1399,2019,10,30,6:00A18:699,0.0,15.0,0.0,0.0,0.0
1400,2019,10,31,18:00A6:699,0.4,36.0,0.0,2.0,0.0
1401,2019,11,1,6:00A18:700,11.8,0.2,26.2,12.0,2.0
1402,2019,11,2,18:00A6:700,0.0,0.0,0.8,0.0,0.0
1403,2019,11,3,6:00A18:701,63.6,0.0,9.0,0.0,0.0
1404,2019,11,4,18:00A6:701,4.600000000000001,0.0,8.0,8.0,2.0
1405,2019,11,5,6:00A18:702,14.6,64.2,32.6,4.0,0.0
1406,2019,11,6,18:00A6:702,0.4,2.0,0.6,0.0,0.0
1407,2019,11,7,6:00A18:703,7.8,43.0,1.0,6.0,0.0
1408,2019,11,8,18:00A6:703,21.6,28.0,8.2,0.0,0.0
1409,2019,11,9,6:00A18:704,1.8,0.0,3.6,0.0,0.0
1410,2019,11,10,18:00A6:704,4.0,3.2,0.0,0.0,0.0
1411,2019,11,11,6:00A18:705,28.4,46.4,18.8,18.0,15.0
1412,2019,11,12,18:00A6:705,2.8,4.4,2.6,20.0,20.0
1413,2019,11,13,6:00A18:706,0.0,0.0,1.8,3.0,4.0
1414,2019,11,14,18:00A6:706,0.0,0.0,0.0,0.0,0.0
1415,2019,11,15,6:00A18:707,63.4,1.2,16.8,5.0,4.0
1416,2019,11,16,18:00A6:707,32.4,34.0,31.4,5.0,4.0
1417,2019,11,17,6:00A18:708,1.4,0.0,9.1,0.0,0.0
1418,2019,11,18,18:00A6:708,0.0,0.0,0.0,3.5,3.0
1419,2019,11,19,6:00A18:709,1.2,0.0,2.3,7.0,0.0
1420,2019,11,20,18:00A6:709,28.6,0.0,9.4,10.0,6.0
1421,2019,11,21,6:00A18:710,2.2,10.2,1.2,0.0,0.0
1422,2019,11,22,18:00A6:710,1.2,0.0,0.0,0.0,0.0
1423,2019,11,23,6:00A18:711,0.0,11.6,0.0,2.0,0.0
1424,2019,11,24,18:00A6:711,21.8,5.6,45.6,12.0,8.0
1425,2019,11,25,6:00A18:712,2.4,62.4,2.1,4.0,2.0
1426,2019,11,26,18:00A6:712,0.0,0.0,1.2,2.0,0.0
1427,2019,11,27,6:00A18:713,1.8,12.5,1.6,0.0,0.0
1428,2019,11,28,18:00A6:713,0.0,8.0,1.2,0.0,0.0
1429,2019,11,29,6:00A18:714,2.2,4.2,4.2,6.0,2.0
1430,2019,11,30,18:00A6:714,13.0,1.6,2.4,0.0,0.0
1431,2019,12,1,6:00A18:715,8.4,17.0,0.0,0.0,0.0
1432,2019,12,2,18:00A6:715,17.4,0.0,0.0,4.0,0.0
1433,2019,12,3,6:00A18:716,42.8,42.9,14.0,2.0,0.0
1434,2019,12,4,18:00A6:716,6.9,19.6,17.0,0.0,0.0
1435,2019,12,5,6:00A18:717,3.8,5.4,8.0,10.0,2.0
1436,2019,12,6,18:00A6:717,18.8,20.6,3.0,2.0,0.0
1437,2019,12,7,6:00A18:718,0.8,1.0,0.0,4.0,2.0
1438,2019,12,8,18:00A6:718,5.0,16.1,15.0,8.0,0.0
1439,2019,12,9,6:00A18:719,2.6,16.6,32.0,0.0,0.0
1440,2019,12,10,18:00A6:719,1.2,65.0,1.6,2.0,0.0
1441,2019,12,11,6:00A18:720,0.6,57.4,0.0,8.0,2.0
1442,2019,12,12,18:00A6:720,10.6,10.6,7.0,4.0,0.0
1443,2019,12,13,6:00A18:721,1.6,10.9,0.0,2.0,0.0
1444,2019,12,14,18:00A6:721,5.1,10.7,0.0,4.0,0.0
1445,2019,12,15,6:00A18:722,0.4,18.2,0.0,8.0,2.0
1446,2019,12,16,18:00A6:722,2.7,4.8,0.0,4.0,0.0
1447,2019,12,17,6:00A18:723,3.2,5.0,34.9,0.0,0.0
1448,2019,12,18,18:00A6:723,15.0,116.0,6.4,2.0,0.0
1449,2019,12,19,6:00A18:724,6.1,94.2,17.4,18.0,4.0
1450,2019,12,20,18:00A6:724,2.6,50.4,3.5,0.0,0.0
1451,2019,12,21,6:00A18:725,21.2,2.2,8.3,6.0,7.600000000000001
1452,2019,12,22,18:00A6:725,19.8,1.0,48.40000000000001,28.0,14.0
1453,2019,12,23,6:00A18:726,4.8,1.0,8.5,5.2,15.2
1454,2019,12,24,18:00A6:726,36.4,3.4,58.2,26.6,23.0
1455,2019,12,25,6:00A18:727,5.0,1.0,7.9,3.2,3.6
1456,2019,12,26,18:00A6:727,23.4,3.4,56.6,16.0,6.2
1457,2019,12,27,6:00A18:728,4.6,6.4,62.40000000000001,0.4,0.6000000000000001
1458,2019,12,28,18:00A6:728,8.1,103.6,3.0,0.0,0.0
1459,2019,12,29,6:00A18:729,4.6,30.0,16.5,12.0,11.0
1460,2019,12,30,18:00A6:729,4.2,72.2,14.0,4.0,2.0
1461,2019,12,31,6:00A18:730,2.4,20.0,4.4,1.0,2.0
